Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,Postal Code,Outcode,log_price,price_band
1695000,House,3683,5,loughton,essex,IG10 1NH,IG10,14.343193298796688,6
1095000,House,1728,4,loughton,essex,IG10 4EL,IG10,13.906264921232738,4
1325000,House,2659,5,woodford green,essex,IG8 0ER,IG8,14.09692301740246,5
699950,House,1255,1,islington,london,N1 4JA,N1,13.458764182902971,2
350000,Flat / Apartment,420,1,acton,london,W3 7FG,W3,12.765688433465597,0
2000000,House,3556,6,esher,surrey,KT10 9LU,KT10,14.508657738524219,7
1095000,House,2442,5,thames ditton,surrey,KT7 0DN,KT7,13.906264921232738,4
3250000,House,3467,6,east sheen,london,SW14 7LQ,SW14,14.994165554305921,8
899950,Flat / Apartment,939,2,,london,SW12 8BN,SW12,13.710094485207625,3
2166000,New development,1236,2,water lane,london,EC3R 6EA,EC3R,14.588392706543074,7
480000,New development,577,1,battersea,london,SW11 2NU,SW11,13.081541382884074,0
825000,Flat / Apartment,869,2,brook green,london,W14 8HB,W14,13.623138665316818,3
2950000,New development,2768,4,battersea,london,SW11 4XW,SW11,14.897315728316002,8
585000,Flat / Apartment,784,2,wimbledon,london,SW19 5QF,SW19,13.279367126213993,1
2975000,House,2041,3,chelsea,london,SW3 4DL,SW3,14.905754596961867,8
680000,House,1125,3,richmond,surrey,TW9 4QW,TW9,13.42984807715229,2
899000,New development,982,2,clapham common north side,london,SW4 0AB,SW4,13.709038313453757,3
675000,House,1153,4,loughton,essex,IG10 1HN,IG10,13.422467969854667,1
475000,House,890,2,waltham abbey,essex,EN9 3SU,EN9,13.071070083016778,0
1265000,House,2568,5,epping,essex,CM16 7DN,CM16,14.050582680143757,5
3500000,House,11077,6,oxshott,surrey,KT22 0PS,KT22,15.068273526459642,8
3500000,House,2401,4,,london,W8 4NA,W8,15.068273526459642,8
599995,Flat / Apartment,528,1,,london,N1 2LZ,N1,13.304676600830227,1
550000,Flat / Apartment,736,2,hackney,london,E8 4EG,E8,13.217673557208654,0
1325000,House,1595,4,,london,SW12 8LW,SW12,14.09692301740246,5
2400000,House,2850,6,,london,SW12 8DZ,SW12,14.690979295318174,7
2500000,House,3525,6,,london,SW17 8QY,SW17,14.73180128983843,8
1150000,Flat / Apartment,1302,2,limehouse,london,E14 8DQ,E14,13.955272500339433,4
550000,New development,1023,2,royal albert wharf,london,E16 2QJ,E16,13.217673557208654,0
690000,Flat / Apartment,753,2,clerkenwell,london,EC1V 3RF,EC1V,13.444446876573442,2
1175000,Flat / Apartment,949,2,clerkenwell,london,EC2A 2AH,EC2A,13.976778705560397,4
2000000,House,2222,5,chiswick,london,W4 1QG,W4,14.508657738524219,7
1045000,New development,810,2,fulham,london,SW6 3LF,SW6,13.85952744338105,4
699950,Flat / Apartment,848,2,battersea,london,SW11 4GA,SW11,13.458764182902971,2
900000,House,1223,3,battersea,london,SW11 5UP,SW11,13.710150042306449,3
875000,House,1061,3,battersea,london,SW11 5AB,SW11,13.681979165339751,3
1695000,House,1938,4,south hackney,london,E9 7SF,E9,14.343193298796688,6
845000,Flat / Apartment,960,2,st johns wood,london,NW8 7HL,NW8,13.64709190633931,3
850000,House,1213,4,hackney,london,E2 8ER,E2,13.652991628466498,3
2000000,Flat / Apartment,2401,3,spitalfields,london,E1 6QH,E1,14.508657738524219,7
3250000,Flat / Apartment,1509,1,belgravia,london,SW1W 9DF,SW1W,14.994165554305921,8
1750000,Flat / Apartment,1239,3,primrose hill,london,NW1 8LJ,NW1,14.375126345899696,6
1250000,House,1880,4,moor park,middlesex,HA6 2EQ,HA6,14.038654109278484,5
550000,New development,562,1,queens park,london,NW6 5FS,NW6,13.217673557208654,0
1050000,Flat / Apartment,1309,3,marylebone,london,W1G 8PD,W1G,13.864300722133706,4
1095000,Flat / Apartment,945,1,marylebone,london,W1U 6NT,W1U,13.906264921232738,4
1195000,House,2737,4,waltham abbey,essex,EN9 3ST,EN9,13.993656743347747,4
1100000,Flat / Apartment,985,3,hampstead,london,NW3 5PT,NW3,13.9108207377686,4
3000000,Flat / Apartment,2427,4,hampstead,london,NW3 7DU,NW3,14.914122846632385,8
2150000,House,2416,5,fulham,london,SW6 4QZ,SW6,14.580978400103845,7
1800000,House,2129,5,east sheen,london,SW14 7RS,SW14,14.403297222866392,6
1295000,House,1248,3,,london,SW14 7AH,SW14,14.074021253115776,5
1125000,House,2137,5,,london,SW17 0EG,SW17,13.933293593620657,4
1025000,House,1556,4,,london,SW12 9PN,SW12,13.840203170554645,4
1675000,House,2346,5,,london,SW17 8EW,SW17,14.331323723241304,6
2750000,House,3251,7,ravenscourt park,london,W6 9LT,W6,14.827111469642754,8
500000,Flat / Apartment,670,1,,london,SW10 9DA,SW10,13.122363377404328,0
2520000,House,2638,5,brook green,london,W14 0ES,W14,14.739769459487606,8
865000,Flat / Apartment,1023,2,,london,W14 0NP,W14,13.670484785914017,3
700000,Flat / Apartment,875,2,battersea,london,SW11 4DB,SW11,13.458835614025542,2
1350000,House,1295,3,battersea,london,SW11 3NX,SW11,14.115615150414612,5
3450000,Flat / Apartment,1215,2,westminster,london,SW1P 4FA,SW1P,15.053884789007542,8
775000,Flat / Apartment,1066,3,,london,SW18 1AR,SW18,13.560618308335483,2
1195000,House,1697,4,,london,SW18 3AY,SW18,13.993656743347747,4
725000,Penthouse,1200,3,hackney,london,E9 5BZ,E9,13.493926933836812,2
700000,Flat / Apartment,606,2,clerkenwell,london,EC1V 0ED,EC1V,13.458835614025542,2
695000,Flat / Apartment,796,2,clerkenwell,london,EC1V 3PA,EC1V,13.45166712454693,2
1299000,Flat / Apartment,827,2,city of london,london,EC2Y 9BA,EC2Y,14.077105295652737,5
5950000,Flat / Apartment,2817,3,knightsbridge,london,SW3 1RW,SW3,15.598901777521812,9
595000,Flat / Apartment,786,2,richmond,surrey,TW10 6QX,TW10,13.296316684527767,1
2100000,House,2296,4,richmond,surrey,TW10 6QB,TW10,14.557447902693651,7
1475000,House,1894,4,putney,london,SW15 1LA,SW15,14.204168547756057,5
2950000,House,3336,7,putney,london,SW15 6UU,SW15,14.897315728316002,8
450000,Flat / Apartment,570,2,,london,SW12 8UJ,SW12,13.017002861746503,0
550000,Flat / Apartment,672,2,,london,SW11 6LR,SW11,13.217673557208654,0
2250000,Flat / Apartment,1297,2,st jamess,london,SW1Y 5JH,SW1Y,14.626440774180603,7
2750000,House,4925,6,loughton,essex,IG10 4DS,IG10,14.827111469642754,8
599950,Flat / Apartment,734,1,islington,london,N1 0EY,N1,13.304601597392535,1
650000,Flat / Apartment,667,1,,london,N5 2XA,N5,13.38472764187182,1
850000,House,900,2,fulham,london,SW6 2BD,SW6,13.652991628466498,3
825000,Flat / Apartment,1027,3,fulham,london,SW6 2SF,SW6,13.623138665316818,3
1850000,House,1678,5,fulham,london,SW6 3RB,SW6,14.430696197054507,6
1750000,Flat / Apartment,1390,3,park street,london,SW6 2FT,SW6,14.375126345899696,6
3150000,House,3100,5,fulham,london,SW6 5DP,SW6,14.962913010801817,8
599950,Flat / Apartment,1128,3,acton,london,W3 7RX,W3,13.304601597392535,1
1995000,House,3605,6,surbiton,surrey,KT6 5EU,KT6,14.506154608306101,7
1595000,House,3304,6,esher,surrey,KT10 8DZ,KT10,14.282384294201082,6
1195000,Flat / Apartment,752,2,,london,SW7 4BA,SW7,13.993656743347747,4
2650000,House,2229,4,richmond,surrey,TW10 5BN,TW10,14.790070197962406,8
950000,Flat / Apartment,973,2,wapping high street,london,E1W 2ND,E1W,13.764217263576723,3
1050000,New development,817,2,fulham high street,london,SW6 3LF,SW6,13.864300722133706,4
695000,New development,678,2,fulham high street,london,SW6 3LF,SW6,13.45166712454693,2
3895000,New development,4453,6,arterberry road,london,SW20 8AG,SW20,15.175204237286986,9
425000,Flat / Apartment,502,1,st johns wood,london,NW8 8HZ,NW8,12.959844447906553,0
1300000,House,2484,4,richmond,surrey,TW10 7BU,TW10,14.077874822431765,5
439000,Flat / Apartment,670,2,putney,london,SW15 2UF,SW15,12.992254692057308,0
4500000,House,2742,6,notting hill,london,W2 5PH,W2,15.319587954740548,9
599950,Flat / Apartment,689,1,,london,SW4 9HD,SW4,13.304601597392535,1
1500000,House,1327,4,highbury,london,N5 1XB,N5,14.22097566607244,6
625000,Flat / Apartment,513,1,islington,london,N1 0HX,N1,13.345506928718539,1
499999,Flat / Apartment,700,1,de beauvoir,london,N1 4BD,N1,13.12236137740233,0
435000,Flat / Apartment,565,1,,london,N1 5SH,N1,12.983101310070822,0
850000,Flat / Apartment,743,2,,london,NW5 1SN,NW5,13.652991628466498,3
2695000,House,3125,4,,london,SW4 0NH,SW4,14.806908762325234,8
2250000,House,2389,5,chiswick,london,W4 4NR,W4,14.626440774180603,7
1700000,House,2033,5,,london,W4 3HA,W4,14.346138809026444,6
3450000,House,2160,4,,london,SW7 3RA,SW7,15.053884789007542,8
3250000,House,3098,5,barnes,london,SW13 9ET,SW13,14.994165554305921,8
650000,Flat / Apartment,650,2,,london,W6 0HJ,W6,13.38472764187182,1
1395000,Flat / Apartment,981,2,wood lane,london,W12 7FT,W12,14.148404973237604,5
475000,Flat / Apartment,705,2,wandsworth common west side,london,SW18 2EJ,SW18,13.071070083016778,0
1250000,House,1810,3,putney,london,SW15 1QJ,SW15,14.038654109278484,5
1150000,House,1468,3,putney,london,SW15 1LT,SW15,13.955272500339433,4
625000,House,1213,4,watford,hertfordshire,WD19 4NP,WD19,13.345506928718539,1
575000,Flat / Apartment,1092,2,northwood,middlesex,HA6 2YJ,HA6,13.262125319779487,1
695000,Flat / Apartment,815,2,,london,SW18 2SL,SW18,13.45166712454693,2
2100000,House,2325,5,,london,SW11 6AE,SW11,14.557447902693651,7
750000,Flat / Apartment,838,2,,london,SW4 9ED,SW4,13.527828485512494,2
1399000,House,1456,3,battersea,london,SW11 1BQ,SW11,14.151268253647618,5
4750000,Penthouse,1774,3,fitzrovia,london,W1T 3BJ,W1T,15.373655176010823,9
2275000,House,1969,4,islington,london,N1 2AP,N1,14.637490610367188,7
599950,Flat / Apartment,657,2,islington,london,N1 1ET,N1,13.304601597392535,1
1995000,House,2707,5,east sheen,london,SW14 8JH,SW14,14.506154608306101,7
899000,House,1109,3,,london,SW14 8PF,SW14,13.709038313453757,3
1575000,House,2050,5,,london,SW14 8JU,SW14,14.269765830241871,6
850000,Flat / Apartment,655,1,star place,london,E1W 1AG,E1W,13.652991628466498,3
1250000,House,1683,4,,london,SW12 8LN,SW12,14.038654109278484,5
3750000,House,3391,5,ravenscourt park,london,W6 0UA,W6,15.137266397946593,9
995000,House,1423,5,chiswick,london,W4 5LT,W4,13.81049801614073,4
850000,House,1163,3,chiswick,london,W4 2HD,W4,13.652991628466498,3
2400000,Flat / Apartment,1898,4,drayton gardens,london,SW10 9QY,SW10,14.690979295318174,7
599950,Flat / Apartment,830,3,battersea,london,SW11 2JR,SW11,13.304601597392535,1
875000,House,1334,5,,london,SW17 0AA,SW17,13.681979165339751,3
675000,Flat / Apartment,602,2,st johns wood,london,NW8 7DG,NW8,13.422467969854667,1
735000,Flat / Apartment,953,2,camden,london,NW1 9RE,NW1,13.507625778194974,2
925000,Flat / Apartment,1082,2,,london,SW4 9ED,SW4,13.737549016494562,3
1300000,House,2547,5,brondesbury,london,NW2 4HJ,NW2,14.077874822431765,5
7500000,House,12526,7,oxshott,surrey,KT22 0NJ,KT22,15.830413578506539,9
7450000,House,3997,6,south kensington,london,SW7 4TS,SW7,15.823724590355742,9
8250000,House,3188,5,belgravia,london,SW1X 8RL,SW1X,15.925723758310864,9
2395000,House,2212,4,islington,london,N1 1PT,N1,14.688893788827153,7
500000,Flat / Apartment,675,1,islington,london,N1 3FL,N1,13.122363377404328,0
2550000,House,2241,5,canonbury,london,N1 2JG,N1,14.75160391713461,8
600000,New development,721,2,clapton,london,E5 9BU,E5,13.304684934198283,1
590000,Flat / Apartment,702,2,lee street,london,E8 4FB,E8,13.287877815881902,1
550000,House,674,2,tottenham road,london,N1 4ST,N1,13.217673557208654,0
1650000,House,1716,5,fulham,london,SW6 7BH,SW6,14.316285845876763,6
1250000,House,1700,4,ealing,london,W13 9NB,W13,14.038654109278484,5
475000,Flat / Apartment,645,2,surbiton,surrey,KT6 4QG,KT6,13.071070083016778,0
425000,New development,603,1,east molesey,surrey,KT8 9DX,KT8,12.959844447906553,0
599000,Flat / Apartment,830,2,ensign street,london,E1 8JA,E1,13.303016877097587,1
1325000,House,1800,4,,london,SW12 8JG,SW12,14.09692301740246,5
1350000,Flat / Apartment,1862,3,wimbledon,london,SW20 0RZ,SW20,14.115615150414612,5
1225000,House,1681,4,wimbledon,london,SW19 8LU,SW19,14.018451401960965,5
650000,Flat / Apartment,779,2,wimbledon,london,SW19 5QH,SW19,13.38472764187182,1
6950000,House,3911,6,st johns wood,london,NW8 0QN,NW8,15.754252217540975,9
4495000,House,2607,4,st johns wood,london,NW8 0LT,NW8,15.318476225887858,9
599950,Flat / Apartment,969,3,putney,london,SW18 1NU,SW18,13.304601597392535,1
465000,Flat / Apartment,461,1,putney,london,SW15 1PR,SW15,13.049792684569493,0
749950,Flat / Apartment,650,2,,london,NW3 3BN,NW3,13.527761816623505,2
1050000,Flat / Apartment,1155,2,,london,SW11 1JL,SW11,13.864300722133706,4
650000,Flat / Apartment,684,2,,london,SW11 2RB,SW11,13.38472764187182,1
775000,Flat / Apartment,928,2,,london,SW11 1DN,SW11,13.560618308335483,2
2100000,New development,2132,4,thurleigh road,london,SW12 8UF,SW12,14.557447902693651,7
1075000,House,2096,4,loughton,essex,IG10 1HY,IG10,13.8878312195439,4
625000,Flat / Apartment,676,1,,london,N1 3LL,N1,13.345506928718539,1
1800000,Flat / Apartment,1405,3,hampstead,london,NW3 1BS,NW3,14.403297222866392,6
775000,Flat / Apartment,1368,3,,london,SW12 8LG,SW12,13.560618308335483,2
2050000,New development,2875,4,chiswick,london,W4 5RG,W4,14.53335035111459,7
775000,Flat / Apartment,936,2,barnes,london,SW13 9PY,SW13,13.560618308335483,2
885000,Flat / Apartment,1258,2,,london,SW17 7HH,SW17,13.693342923990066,3
2400000,House,2803,6,battersea,london,SW11 4QX,SW11,14.690979295318174,7
825000,House,1388,3,wimbledon,london,SW19 3JU,SW19,13.623138665316818,3
2250000,House,2946,4,kingston upon thames,surrey,KT2 7SN,KT2,14.626440774180603,7
1125000,House,1566,5,,london,SW18 3BG,SW18,13.933293593620657,4
1000000,House,1306,4,wandsworth,london,SW18 1AH,SW18,13.815510557964274,4
350000,Flat / Apartment,670,2,lisson grove,london,NW8 8HB,NW8,12.765688433465597,0
600000,House,1041,2,northwood,middlesex,HA6 1AR,HA6,13.304684934198283,1
3600000,House,1831,5,notting hill,london,W11 2HW,W11,15.096444403426338,9
2050000,House,2202,3,,london,SW11 6AG,SW11,14.53335035111459,7
765000,Duplex,992,2,st johns hill,london,SW11 2AJ,SW11,13.547631112808673,2
1675000,Flat / Apartment,1101,2,little venice,london,W9 1DW,W9,14.331323723241304,6
1375000,Flat / Apartment,1002,2,marylebone,london,W1H 2LW,W1H,14.133964289082808,5
1350000,Mews,993,2,marylebone,london,W1G 8QE,W1G,14.115615150414612,5
8850000,House,3813,5,,london,W8 5RF,W8,15.995928016984113,9
3850000,House,2285,4,,london,W8 6HE,W8,15.163583706263967,9
2500000,House,2537,6,islington,london,N1 2AU,N1,14.73180128983843,8
575000,New development,840,2,london,london,N7 6RG,N7,13.262125319779487,1
4650000,House,4653,7,highgate,london,N6 4LH,N6,15.35237777756354,9
4950000,House,7043,6,esher,surrey,KT10 9PG,KT10,15.414898134544874,9
555000,New development,753,2,east molesey,surrey,KT8 9DX,KT8,13.226723392728571,1
3750000,Flat / Apartment,1902,4,,london,SW5 0PH,SW5,15.137266397946593,9
1050000,House,1338,3,,london,SW14 8SY,SW14,13.864300722133706,4
1775000,House,2200,4,,london,E1 2AA,E1,14.389310980891652,6
550000,New development,773,2,bow,london,E3 3PJ,E3,13.217673557208654,0
2700000,House,2953,7,chiswick,london,W4 4ET,W4,14.808762330974558,8
399950,Flat / Apartment,580,2,gunnersbury,london,W4 3BY,W4,12.899094818276968,0
595000,New development,545,1,carlton drive,london,SW15 2BS,SW15,13.296316684527767,1
3200000,House,2988,4,,london,SW10 9TU,SW10,14.978661367769956,8
675000,Flat / Apartment,778,2,elephant park,london,SE17 1FQ,SE17,13.422467969854667,1
765000,New development,864,2,wimbledon,london,SW19 4LF,SW19,13.547631112808673,2
800000,Flat / Apartment,1428,4,,london,SW18 3QT,SW18,13.592367006650065,2
835000,Flat / Apartment,651,1,st johns wood,london,NW8 8RE,NW8,13.635187003832993,3
1200000,House,1662,4,richmond,surrey,TW9 1YJ,TW9,13.997832114758229,4
2395000,Flat / Apartment,1160,2,fitzrovia,london,W1W 6RP,W1W,14.688893788827153,7
3250000,House,1738,3,marylebone,london,W1G 6DD,W1G,14.994165554305921,8
2990000,New development,1451,3,chelsea,london,SW10 0QH,SW10,14.91078394536687,8
499950,Flat / Apartment,388,1,,london,N1 1BJ,N1,13.122263372403996,0
1800000,House,4225,5,mortlake,london,SW14 8HE,SW14,14.403297222866392,6
2300000,House,2800,6,east sheen,london,SW14 8RU,SW14,14.648419680899378,7
573000,New development,429,1,to 207 marsh wall,london,E14 9YT,E14,13.258640995696876,1
835000,Flat / Apartment,704,2,clerkenwell,london,EC1N 8RU,EC1N,13.635187003832993,3
2200000,House,2354,5,chiswick,london,W4 1ND,W4,14.603967918328545,7
700000,Flat / Apartment,680,1,,london,W14 0NR,W14,13.458835614025542,2
2775000,Flat / Apartment,1711,3,st jamess,london,SW1H 9AA,SW1H,14.836161305162673,8
750000,Flat / Apartment,1076,3,wimbledon,london,SW19 5QT,SW19,13.527828485512494,2
1195000,House,1538,3,,london,SW18 3JY,SW18,13.993656743347747,4
1425000,House,2173,5,wandsworth,london,SW18 2QG,SW18,14.169682371684887,5
380000,Flat / Apartment,420,1,south hackney,london,E9 7HQ,E9,12.84792653170257,0
899950,House,2915,5,coulsdon,surrey,CR5 3NX,CR5,13.710094485207625,3
2000000,House,2149,5,putney,london,SW15 6FF,SW15,14.508657738524219,7
2995000,House,5517,7,northwood,middlesex,HA6 2TR,HA6,14.912454789531687,8
1490000,House,1875,5,bellevue village,london,SW17 7ED,SW17,14.214286677921642,5
1750000,House,2364,5,,london,SW11 6AX,SW11,14.375126345899696,6
2000000,New development,2347,4,thurleigh road,london,SW12 8UF,SW12,14.508657738524219,7
710000,New development,818,2,crouch end,london,N8 9BU,N8,13.473020249017498,2
915000,New development,810,2,fulham high street,london,SW6 3LF,SW6,13.726679344257658,3
2000000,House,2078,4,barnsbury,london,N1 0QY,N1,14.508657738524219,7
425000,Flat / Apartment,495,1,canonbury,london,N1 2EN,N1,12.959844447906553,0
499950,Flat / Apartment,656,2,lower holloway,london,N7 8HE,N7,13.122263372403996,0
1050000,Flat / Apartment,1186,3,keats grove,london,NW3 2RL,NW3,13.864300722133706,4
1150000,House,1906,5,fulham,london,SW6 3DZ,SW6,13.955272500339433,4
1825000,House,2100,4,,london,SW14 7AB,SW14,14.417090544998729,6
1325000,House,1795,4,,london,SW12 8DQ,SW12,14.09692301740246,5
1450000,House,1950,4,,london,SW12 8SF,SW12,14.187074114396758,5
895000,House,1112,3,,london,SW12 8EE,SW12,13.704578997256993,3
1499995,New development,1142,2,water lane,london,EC3R 6EA,EC3R,14.220972332733549,6
550000,Flat / Apartment,853,2,chiswick,london,W4 1JG,W4,13.217673557208654,0
550000,Flat / Apartment,500,1,park walk,london,SW10 0AN,SW10,13.217673557208654,0
1050000,House,1261,3,barnes,london,SW13 0AR,SW13,13.864300722133706,4
2750000,House,2637,4,barnes,london,SW13 9RG,SW13,14.827111469642754,8
1785000,House,2061,5,battersea,london,SW11 4DU,SW11,14.394928973195876,6
450000,Studio,332,1,westminster,london,SW1H 9HE,SW1H,13.017002861746503,0
375000,Flat / Apartment,515,1,wimbledon,london,SW19 6AY,SW19,12.834681304952548,0
5500000,Flat / Apartment,1973,3,belgravia,london,SW1X 9JX,SW1X,15.520258650202699,9
2850000,House,3008,5,richmond,surrey,TW10 6PQ,TW10,14.862829552244833,8
2450000,House,2300,5,richmond,surrey,TW10 6PH,TW10,14.71159858252091,7
1600000,House,2071,4,northwood,middlesex,HA6 2TZ,HA6,14.28551418721001,6
450000,Flat / Apartment,790,2,woodford green,essex,IG8 9LL,IG8,13.017002861746503,0
2000000,New development,1688,4,fulham high street,london,SW6 3LF,SW6,14.508657738524219,7
1595000,House,1828,3,barnsbury,london,N1 1PF,N1,14.282384294201082,6
600000,Flat / Apartment,780,2,fairfax road,london,NW6 4ES,NW6,13.304684934198283,1
545000,New development,767,2,east molesey,surrey,KT8 9DX,KT8,13.208541073645382,0
995000,House,1310,4,,london,SW12 9QG,SW12,13.81049801614073,4
1050000,House,1355,4,wendell park,london,W3 7TQ,W3,13.864300722133706,4
1385000,Flat / Apartment,990,3,hortensia road,london,SW10 0QR,SW10,14.141210697603576,5
650000,Flat / Apartment,1106,2,wimbledon,london,SW20 8UA,SW20,13.38472764187182,1
10950000,Flat / Apartment,3111,3,prince consort road,london,SW7 2BH,SW7,16.208850014226783,9
375000,Flat / Apartment,525,1,putney,london,SW18 5SJ,SW18,12.834681304952548,0
899000,House,1168,3,putney,london,SW15 2RL,SW15,13.709038313453757,3
995000,House,1055,3,putney,london,SW15 1NA,SW15,13.81049801614073,4
1695000,House,2368,5,putney,london,SW15 2LJ,SW15,14.343193298796688,6
495000,Flat / Apartment,815,2,putney,london,SW15 1EE,SW15,13.112313041550827,0
775000,Flat / Apartment,665,2,primrose hill,london,NW3 3AR,NW3,13.560618308335483,2
950000,House,2348,4,northwood,middlesex,HA6 1HW,HA6,13.764217263576723,3
1750000,House,4387,4,northwood,middlesex,HA6 2BY,HA6,14.375126345899696,6
