Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,Postal Code,Outcode,log_price,price_band
1225000,House,1450,3,putney,london,SW15 1NA,SW15,14.018451401960965,5
950000,New development,849,3,kings cross,london,NW1 9DJ,NW1,13.764217263576723,3
799999,Flat / Apartment,483,1,primrose hill,london,NW1 8HX,NW1,13.592365756649283,2
1725000,House,2512,5,ruislip,middlesex,HA4 7AQ,HA4,14.360737608447597,6
550000,Flat / Apartment,1899,2,northwood,middlesex,HA6 2BD,HA6,13.217673557208654,0
925000,Flat / Apartment,635,1,,london,W11 2HE,W11,13.737549016494562,3
1625000,House,2056,4,,london,SW11 6AE,SW11,14.301018373745976,6
825000,Flat / Apartment,840,2,,london,SW17 7EB,SW17,13.623138665316818,3
900000,Flat / Apartment,1170,3,,london,SW17 7RT,SW17,13.710150042306449,3
550000,Flat / Apartment,790,2,,london,SW4 7TP,SW4,13.217673557208654,0
1500000,Flat / Apartment,1186,3,marylebone,london,W1H 5ZA,W1H,14.22097566607244,6
750000,Flat / Apartment,627,1,gatliff road,london,SW1W 8QN,SW1W,13.527828485512494,2
1695000,Flat / Apartment,1187,2,,london,SW3 2RB,SW3,14.343193298796688,6
599950,Flat / Apartment,432,1,islington,london,N1 0EN,N1,13.304601597392535,1
2399500,House,2222,4,,london,N1 1BZ,N1,14.690770940280437,7
950000,Flat / Apartment,929,3,,london,N1 2EA,N1,13.764217263576723,3
875000,Flat / Apartment,918,2,,london,N1 3HX,N1,13.681979165339751,3
2250000,House,1642,4,barnsbury,london,N1 1JL,N1,14.626440774180603,7
4395000,House,3292,5,hampstead,london,NW3 2TD,NW3,15.295978089101414,9
439950,Flat / Apartment,466,1,makepeace avenue,london,N6 6ES,N6,12.994416363073707,0
1795000,House,1669,4,hornsey lane,london,N6 5LJ,N6,14.400515579904516,6
699950,Flat / Apartment,734,2,,london,SW6 1JP,SW6,13.458764182902971,2
815000,Flat / Apartment,969,3,fulham,london,SW6 7AD,SW6,13.610943392223,3
1375000,House,1427,4,,london,SW6 7BA,SW6,14.133964289082808,5
1630000,House,3457,6,esher,surrey,KT10 8HQ,KT10,14.304090572782945,6
1195000,House,1953,5,thames ditton,surrey,KT7 0UH,KT7,13.993656743347747,4
1595000,House,3110,4,thames ditton,surrey,KT7 0RN,KT7,14.282384294201082,6
1850000,House,2739,5,esher,surrey,KT10 9NU,KT10,14.430696197054507,6
725000,Flat / Apartment,1328,3,esher,surrey,KT10 9SF,KT10,13.493926933836812,2
895000,Flat / Apartment,1255,2,esher,surrey,KT10 9SL,KT10,13.704578997256993,3
775000,House,1160,3,esher,surrey,KT10 8NT,KT10,13.560618308335483,2
2250000,Flat / Apartment,1700,3,,london,SW5 0PD,SW5,14.626440774180603,7
2650000,Flat / Apartment,1393,2,,london,SW5 0ND,SW5,14.790070197962406,8
480000,Flat / Apartment,732,2,duckett street,london,E1 4FX,E1,13.081541382884074,0
1975000,House,2827,6,,london,SW17 8QZ,SW17,14.496078956317358,7
625000,House,638,2,,london,SW12 8JE,SW12,13.345506928718539,1
1850000,House,2286,4,,london,SW12 8TY,SW12,14.430696197054507,6
1600000,House,2201,5,,london,SW12 8DF,SW12,14.28551418721001,6
399995,Flat / Apartment,553,1,greenwich,london,SE10 0NN,SE10,12.899207326011993,0
1350000,House,1628,4,chiswick,london,W4 2LJ,W4,14.115615150414612,5
760000,House,919,2,chiswick,london,W4 5NN,W4,13.541073712262515,2
1600000,House,1983,4,chiswick,london,W4 3EB,W4,14.28551418721001,6
500000,Flat / Apartment,373,1,chelsea,london,SW3 5BZ,SW3,13.122363377404328,0
2350000,House,2200,5,barnes,london,SW13 0DY,SW13,14.669925886120343,7
1325000,House,1476,3,barnes,london,SW13 8DS,SW13,14.09692301740246,5
1350000,House,1707,4,,london,SW6 7EJ,SW6,14.115615150414612,5
850000,Flat / Apartment,906,2,atalanta street,london,SW6 6TU,SW6,13.652991628466498,3
1500000,Duplex,2024,4,brackenbury village,london,W6 0BE,W6,14.22097566607244,6
1090000,New development,923,2,wood lane,london,W12 7FS,W12,13.901688254205327,4
1425000,Flat / Apartment,1067,2,wood crescent,london,W12 7GS,W12,14.169682371684887,5
925000,House,1518,4,,london,SW8 3TJ,SW8,13.737549016494562,3
1080000,House,1435,3,,london,SW11 3HN,SW11,13.892471599100402,4
1100000,Flat / Apartment,942,2,albert bridge road,london,SW11 4PQ,SW11,13.9108207377686,4
1000000,House,1523,4,battersea,london,SW11 2DS,SW11,13.815510557964274,4
2500000,Flat / Apartment,1717,2,battersea,london,SW11 4PD,SW11,14.73180128983843,8
650000,Flat / Apartment,509,1,,london,SW1V 4LA,SW1V,13.38472764187182,1
500000,Flat / Apartment,815,3,,london,E2 7PQ,E2,13.122363377404328,0
499999,Flat / Apartment,360,1,little venice,london,W2 6NQ,W2,13.12236137740233,0
800000,Flat / Apartment,558,2,fitzrovia,london,WC1E 7AX,WC1E,13.592367006650065,2
1140000,New development,580,1,fitzrovia,london,W1T 1JN,W1T,13.946538820370678,4
2150000,Flat / Apartment,1969,3,marylebone,london,W1H 7HE,W1H,14.580978400103845,7
2000000,Flat / Apartment,1415,2,,london,WC2N 5NS,WC2N,14.508657738524219,7
1475000,House,2366,4,,london,SW12 8HF,SW12,14.204168547756057,5
695000,Flat / Apartment,429,1,,london,W1U 8AG,W1U,13.45166712454693,2
1895000,Penthouse,1447,3,pembroke road,london,W8 6LZ,W8,14.454729396498664,7
500000,Flat / Apartment,563,1,holloway road,london,N7 8BW,N7,13.122363377404328,0
585000,Flat / Apartment,750,2,,london,N1 5EN,N1,13.279367126213993,1
1525000,House,1750,4,hackney,london,E8 3AQ,E8,14.237504968023648,6
1500000,Flat / Apartment,1311,3,longfield avenue,london,W5 2JU,W5,14.22097566607244,6
2950000,House,4125,6,ealing,london,W5 2QB,W5,14.897315728316002,8
2950000,House,3165,5,ealing,london,W13 8AP,W13,14.897315728316002,8
765000,House,1143,3,surbiton,surrey,KT5 8BH,KT5,13.547631112808673,2
1050000,House,1949,4,surbiton,surrey,KT5 8PD,KT5,13.864300722133706,4
850000,House,1326,3,east sheen,london,SW14 8LH,SW14,13.652991628466498,3
999500,Flat / Apartment,796,2,wapping high street,london,E1W 1NJ,E1W,13.815010432922591,4
525000,Flat / Apartment,714,2,,london,SW17 9NE,SW17,13.17115354157376,0
550000,Flat / Apartment,701,2,balham,london,SW12 0PQ,SW12,13.217673557208654,0
1350000,House,1605,4,,london,SW12 8LR,SW12,14.115615150414612,5
825000,Flat / Apartment,753,2,,london,W14 0DP,W14,13.623138665316818,3
699995,Flat / Apartment,791,2,canary wharf,london,E14 6NJ,E14,13.458828471142889,2
590000,House,1271,4,,london,E8 1NA,E8,13.287877815881902,1
1650000,House,2042,5,fulham,london,SW6 5EA,SW6,14.316285845876763,6
625000,Flat / Apartment,776,1,forfar road,london,SW11 4FR,SW11,13.345506928718539,1
750000,Flat / Apartment,789,2,islington,london,EC1V 7AH,EC1V,13.527828485512494,2
539000,Flat / Apartment,610,2,whiston road,london,E2 8FS,E2,13.197470849891134,0
699950,Flat / Apartment,602,2,north kensington,london,W10 6EN,W10,13.458764182902971,2
1500000,House,1580,4,,london,SW14 8RF,SW14,14.22097566607244,6
2500000,House,3058,6,,london,SW14 8AU,SW14,14.73180128983843,8
1495000,Flat / Apartment,886,2,,london,SW1X 9JU,SW1X,14.217636764806924,5
1100000,Flat / Apartment,1058,2,lafone street,london,SE1 2LZ,SE1,13.9108207377686,4
3000000,Flat / Apartment,6049,5,,london,W5 2HT,W5,14.914122846632385,8
2695000,House,2938,6,,london,SW14 7AT,SW14,14.806908762325234,8
725000,Flat / Apartment,800,2,lurline gardens,london,SW11 4DF,SW11,13.493926933836812,2
1700000,Flat / Apartment,1303,3,belgrave gardens,london,NW8 0RA,NW8,14.346138809026444,6
3350000,House,3564,4,islington,london,N1 0ET,N1,15.02447090380125,8
999995,House,1855,3,,london,E16 2PL,E16,13.815505557951774,4
3650000,House,3070,5,belsize park,london,NW3 5BH,NW3,15.110237725558674,9
1295000,Flat / Apartment,1471,2,,london,SW11 3RA,SW11,14.074021253115776,5
1395000,Flat / Apartment,847,2,,london,WC1H 9SH,WC1H,14.148404973237604,5
2850000,Flat / Apartment,1091,2,mayfair,london,W1J 7FZ,W1J,14.862829552244833,8
470000,Flat / Apartment,531,1,,london,SW18 2PW,SW18,13.060487973686241,0
830000,Flat / Apartment,551,1,buckingham gate,london,SW1E 6AL,SW1E,13.62918097977278,3
1250000,House,1872,4,,london,W3 0AY,W3,14.038654109278484,5
895000,Flat / Apartment,836,2,pimlico,london,SW1V 2HX,SW1V,13.704578997256993,3
8000000,House,6713,8,wimbledon,london,SW19 5ES,SW19,15.89495209964411,9
825000,House,1443,3,whitehead close,london,SW18 3EP,SW18,13.623138665316818,3
625000,Flat / Apartment,925,3,banbury road,london,E9 7EB,E9,13.345506928718539,1
2500000,Flat / Apartment,1033,3,,london,SW1X 0JW,SW1X,14.73180128983843,8
4000000,Flat / Apartment,1948,3,,london,SW1X 0HY,SW1X,15.201804919084164,9
3950000,Flat / Apartment,2573,3,de vere gardens,london,W8 5AQ,W8,15.189226136877304,9
675000,Flat / Apartment,722,2,canonbury,london,N1 3EU,N1,13.422467969854667,1
925000,Flat / Apartment,969,2,star place,london,E1W 1AJ,E1W,13.737549016494562,3
1550000,House,1963,4,,london,SW12 8LW,SW12,14.253765488895429,6
999950,Flat / Apartment,927,2,albert bridge road,london,SW11 4PQ,SW11,13.815460556714232,4
715000,Flat / Apartment,969,2,canary wharf,london,E14 9DF,E14,13.480037821676145,2
1650000,House,1869,4,barnes,london,SW13 0PU,SW13,14.316285845876763,6
2650000,House,2314,5,islington,london,N1 2JX,N1,14.790070197962406,8
850000,Penthouse,1249,3,shoreditch,london,E2 8HH,E2,13.652991628466498,3
475000,Flat / Apartment,477,1,hoxton,london,N1 6JB,N1,13.071070083016778,0
950000,Flat / Apartment,1190,2,,london,EC2A 3HH,EC2A,13.764217263576723,3
1250000,House,1658,4,wandsworth,london,SW18 2NN,SW18,14.038654109278484,5
2500000,House,2960,5,chiswick,london,W4 1SF,W4,14.73180128983843,8
1950000,House,2817,6,esher,surrey,KT10 9EG,KT10,14.48333993053993,7
2950000,Penthouse,2128,3,nine elms lane,london,SW8 5BZ,SW8,14.897315728316002,8
1395000,Flat / Apartment,1150,2,,london,EC1V 0DP,EC1V,14.148404973237604,5
1300000,Penthouse,1476,3,downs road,london,E5 8DE,E5,14.077874822431765,5
1025000,Flat / Apartment,947,3,albert bridge road,london,SW11 4PQ,SW11,13.840203170554645,4
650000,House,997,2,,london,E1 4LR,E1,13.38472764187182,1
2000000,House,2593,4,harrow on the hill,middlesex,HA1 3LD,HA1,14.508657738524219,7
950000,House,1298,4,,london,E9 5SX,E9,13.764217263576723,3
500000,Flat / Apartment,572,1,highbury,london,N5 1RX,N5,13.122363377404328,0
1200000,House,1125,3,,london,E1W 3QS,E1W,13.997832114758229,4
625000,Flat / Apartment,842,1,shoreditch,london,E2 6EA,E2,13.345506928718539,1
1350000,House,1873,5,wandsworth,london,SW18 2NR,SW18,14.115615150414612,5
1899950,House,1250,3,,london,N7 8LS,N7,14.457338128000929,7
2100000,Flat / Apartment,1556,4,morpeth terrace,london,SW1P 1ET,SW1P,14.557447902693651,7
3900000,House,2139,3,,london,SW1P 3LD,SW1P,15.176487111099874,9
39750000,New development,5623,5,mayfair,london,W1K 4AB,W1K,17.498120399064614,9
14250000,New development,2415,3,mayfair,london,W1K 4AB,W1K,16.472267464678932,9
1300000,Flat / Apartment,1986,3,,london,W5 2QS,W5,14.077874822431765,5
730000,Flat / Apartment,693,2,westminster,london,SW1P 1AB,SW1P,13.500799813124575,2
409950,Flat / Apartment,463,1,,london,W14 0SR,W14,12.923790480024325,0
735000,Flat / Apartment,983,3,wandsworth,london,SW18 2PG,SW18,13.507625778194974,2
495000,Flat / Apartment,499,1,old street,london,N1 7NB,N1,13.112313041550827,0
875000,Flat / Apartment,898,1,shoreditch,london,EC2A 4LE,EC2A,13.681979165339751,3
1250000,Flat / Apartment,913,2,,london,W9 1DJ,W9,14.038654109278484,5
700000,Flat / Apartment,870,2,maida vale,london,W9 1RW,W9,13.458835614025542,2
8250000,New development,1455,2,mayfair,london,W1K 4AB,W1K,15.925723758310864,9
835000,Flat / Apartment,878,2,,london,N1 3JZ,N1,13.635187003832993,3
800000,New development,920,3,hackney,london,N1 5QJ,N1,13.592367006650065,2
1950000,House,2006,5,,london,SW14 7LG,SW14,14.48333993053993,7
725000,House,904,3,,london,E1 4DY,E1,13.493926933836812,2
900000,Flat / Apartment,802,2,clerkenwell,london,EC1V 3AP,EC1V,13.710150042306449,3
800000,Flat / Apartment,532,1,mayfair,london,W1K 7AF,W1K,13.592367006650065,2
2550000,House,2679,5,chiswick,london,W4 1BW,W4,14.75160391713461,8
1400000,Bungalow,2921,4,uxbridge,middlesex,UB10 8AF,UB10,14.151982794585487,5
675000,Flat / Apartment,676,1,maida vale,london,W9 2BT,W9,13.422467969854667,1
725000,Flat / Apartment,875,2,,london,SW18 2DQ,SW18,13.493926933836812,2
3950000,Flat / Apartment,2780,3,high timber street,london,EC4V 3PA,EC4V,15.189226136877304,9
4750000,House,8590,7,oxshott,surrey,KT22 0UU,KT22,15.373655176010823,9
2250000,House,2736,5,chiswick,london,W4 4EH,W4,14.626440774180603,7
4300000,House,9623,7,oxshott,surrey,KT22 0QE,KT22,15.27412558066379,9
2550000,House,3753,7,,london,SW17 8RD,SW17,14.75160391713461,8
5500000,House,4292,6,wandsworth,london,SW18 3JN,SW18,15.520258650202699,9
435000,Flat / Apartment,465,1,,london,SW4 0PF,SW4,12.983101310070822,0
499950,Flat / Apartment,666,1,,london,N4 4QA,N4,13.122263372403996,0
1800000,House,2098,4,twickenham,middlesex,TW1 2TN,TW1,14.403297222866392,6
435000,Flat / Apartment,506,1,,london,E3 5GG,E3,12.983101310070822,0
995000,Flat / Apartment,747,2,westminster,london,SW1P 1LQ,SW1P,13.81049801614073,4
1550000,Flat / Apartment,1315,3,highbury crescent,london,N5 1RX,N5,14.253765488895429,6
3600000,House,2600,4,,london,SW1P 2NP,SW1P,15.096444403426338,9
750000,Flat / Apartment,709,2,,london,W14 8HB,W14,13.527828485512494,2
680000,Flat / Apartment,581,2,pimlico,london,SW1V 4QE,SW1V,13.42984807715229,2
1395000,House,1428,5,holloway,london,N7 6QJ,N7,14.148404973237604,5
575000,Flat / Apartment,745,2,enid street,london,SE16 3EX,SE16,13.262125319779487,1
2675000,House,3595,5,wimbledon,london,SW20 0ET,SW20,14.799459938312244,8
2200000,Flat / Apartment,2288,3,old street,london,N1 7LB,N1,14.603967918328545,7
2300000,House,1447,2,,london,W11 2AN,W11,14.648419680899378,7
520000,House,1162,4,,london,SE18 3JB,SE18,13.16158409055761,0
875000,House,1140,4,,london,SW17 8SF,SW17,13.681979165339751,3
740000,Penthouse,579,1,wood lane,london,W12 7FS,W12,13.514405465180353,2
525000,Flat / Apartment,699,2,,london,SW18 2PW,SW18,13.17115354157376,0
9500000,House,4454,5,,london,W8 4AJ,W8,16.06680235657077,9
1250000,Flat / Apartment,897,2,,london,W12 7GP,W12,14.038654109278484,5
795000,House,1236,3,,london,SW17 0EQ,SW17,13.58609739363647,2
935000,Flat / Apartment,683,2,,london,SW5 9DY,SW5,13.748301808270824,3
535000,Flat / Apartment,678,2,,london,W4 3DF,W4,13.190022025878143,0
1995000,House,2055,4,,london,W6 7QH,W6,14.506154608306101,7
1800000,House,2996,5,blackheath,london,SE3 7PQ,SE3,14.403297222866392,6
750000,House,1030,3,,london,SW16 2BY,SW16,13.527828485512494,2
1430000,New development,905,2,earls court,london,SW6 1UE,SW6,14.17318500223609,5
1500000,Flat / Apartment,1197,2,,london,N1 9LS,N1,14.22097566607244,6
1890000,House,2408,5,,london,SW4 9LT,SW4,14.452087387035824,7
1990000,Flat / Apartment,1364,3,st johns wood park,london,NW8 6RG,NW8,14.503645196700676,7
825000,Flat / Apartment,1109,2,,london,SW11 4ND,SW11,13.623138665316818,3
525000,Flat / Apartment,779,4,charlotte terrace,london,N1 0JF,N1,13.17115354157376,0
1900000,House,4558,5,orpington,kent,BR6 7FF,BR6,14.457364444136669,7
725000,Flat / Apartment,635,2,,london,SW11 1XQ,SW11,13.493926933836812,2
900000,Flat / Apartment,1436,2,,london,E1W 2BS,E1W,13.710150042306449,3
3995000,House,4642,6,pimlico,london,SW1V 2BQ,SW1V,15.200554137182513,9
1100000,House,1420,3,wandsworth,london,SW18 1AW,SW18,13.9108207377686,4
975000,House,1448,4,pinner,middlesex,HA5 2NZ,HA5,13.790192749979985,3
1225000,House,1495,4,southfields,london,SW18 5AG,SW18,14.018451401960965,5
325000,Flat / Apartment,601,2,shepperton,middlesex,TW17 8SH,TW17,12.691580461311874,0
1175000,House,2259,5,wandsworth,london,SW18 3DY,SW18,13.976778705560397,4
500000,Flat / Apartment,551,1,shoreditch,london,EC1V 1AG,EC1V,13.122363377404328,0
6600000,House,3388,5,,london,SW1X 8RH,SW1X,15.702580206996654,9
850000,Flat / Apartment,1239,3,richmond,surrey,TW10 6BH,TW10,13.652991628466498,3
3950000,House,4629,6,richmond,surrey,TW10 5HG,TW10,15.189226136877304,9
1750000,Flat / Apartment,1677,2,primrose hill,london,NW1 7SX,NW1,14.375126345899696,6
1950000,House,2797,6,east molesey,surrey,KT8 0SP,KT8,14.48333993053993,7
2100000,Flat / Apartment,1550,3,prince of wales drive,london,SW11 4BN,SW11,14.557447902693651,7
1685000,Flat / Apartment,1318,2,prince of wales drive,london,SW11 4EU,SW11,14.3372761217686,6
550000,Flat / Apartment,759,1,battersea,london,SW11 3RS,SW11,13.217673557208654,0
690000,New development,633,1,wornington road,london,W10 5RZ,W10,13.444446876573442,2
685000,New development,594,1,wornington road,london,W10 5RZ,W10,13.437174117244362,2
765000,New development,733,2,wornington road,london,W10 5RZ,W10,13.547631112808673,2
435000,Flat / Apartment,412,1,,london,SW12 0BH,SW12,12.983101310070822,0
435000,Flat / Apartment,420,1,,london,SW12 0BH,SW12,12.983101310070822,0
825000,New development,775,2,wornington road,london,W10 5RZ,W10,13.623138665316818,3
1150000,New development,1206,3,wandsworth,london,SW18 1SZ,SW18,13.955272500339433,4
710000,New development,830,1,wornington road,london,W10 5RZ,W10,13.473020249017498,2
1695000,Flat / Apartment,1168,2,avenue road,london,NW8 6DA,NW8,14.343193298796688,6
500000,Flat / Apartment,508,1,shoreditch,london,N1 7NB,N1,13.122363377404328,0
850000,Flat / Apartment,907,3,,london,SW12 0BH,SW12,13.652991628466498,3
970000,Flat / Apartment,1350,2,the highway,london,E1W 3HU,E1W,13.785051350479566,3
1650000,House,1642,4,,london,N5 1AU,N5,14.316285845876763,6
475000,Flat / Apartment,663,2,approach road,london,E2 9JR,E2,13.071070083016778,0
1050000,Flat / Apartment,1050,2,,london,SW4 8QL,SW4,13.864300722133706,4
1750000,House,1770,4,,london,SW6 3AH,SW6,14.375126345899696,6
750000,Flat / Apartment,477,1,,london,W11 3HN,W11,13.527828485512494,2
650000,Flat / Apartment,1162,2,woodford green,essex,IG8 8RJ,IG8,13.38472764187182,1
580000,Flat / Apartment,607,1,,london,NW3 4BL,NW3,13.270783382522602,1
1680000,New development,1100,2,earls court,london,SW6 1UE,SW6,14.334304351379442,6
1250000,Flat / Apartment,802,1,covent garden,london,WC2R 0PP,WC2R,14.038654109278484,5
700000,Flat / Apartment,1387,4,canary wharf,london,E14 3FD,E14,13.458835614025542,2
799999,Flat / Apartment,1283,2,wandsworth,london,SW18 2DN,SW18,13.592365756649283,2
825000,Flat / Apartment,1175,3,singapore road,london,W13 0FD,W13,13.623138665316818,3
1050000,Flat / Apartment,953,2,wood lane,london,W12 7FT,W12,13.864300722133706,4
575000,Flat / Apartment,720,2,,london,SW18 2LR,SW18,13.262125319779487,1
725000,Flat / Apartment,617,2,st johns wood,london,NW8 7DW,NW8,13.493926933836812,2
1000000,House,1827,4,thames ditton,surrey,KT7 0LT,KT7,13.815510557964274,4
525000,Flat / Apartment,472,1,queenstown road,london,SW11 8QN,SW11,13.17115354157376,0
1600000,Flat / Apartment,1019,3,gatliff road,london,SW1W 8QP,SW1W,14.28551418721001,6
1550000,House,2326,5,wandsworth,london,SW18 2QH,SW18,14.253765488895429,6
750000,Flat / Apartment,1176,3,wandsworth,london,SW18 2DT,SW18,13.527828485512494,2
950000,House,987,2,shoreditch,london,E2 7BY,E2,13.764217263576723,3
4250000,House,2223,4,,london,SW3 4BL,SW3,15.2624295409006,9
710000,Flat / Apartment,730,2,putney,london,SW15 2LF,SW15,13.473020249017498,2
1100000,House,2007,4,northwood,middlesex,HA6 3PR,HA6,13.9108207377686,4
1600000,House,2914,4,northwood,middlesex,HA6 3HW,HA6,14.28551418721001,6
12950000,New development,2840,2,marylebone,london,W1U 4EJ,W1U,16.37660634610982,9
749950,Flat / Apartment,1053,3,highbury,london,N5 2NP,N5,13.527761816623505,2
899950,House,1344,5,,london,W5 4TR,W5,13.710094485207625,3
699950,House,1410,3,chessington,surrey,KT9 2LZ,KT9,13.458764182902971,2
399995,Flat / Apartment,569,1,greenwich,london,SE10 0GS,SE10,12.899207326011993,0
525000,Flat / Apartment,814,1,narrow street,london,E14 8DW,E14,13.17115354157376,0
2500000,New development,2967,5,chiswick,london,W4 2ER,W4,14.73180128983843,8
950000,Flat / Apartment,698,2,curlew street,london,SE1 2NP,SE1,13.764217263576723,3
1750000,New development,2553,5,kingston upon thames,surrey,KT2 7NR,KT2,14.375126345899696,6
1225000,House,1510,4,fulham,london,SW6 6NE,SW6,14.018451401960965,5
700000,Flat / Apartment,678,2,,london,SW11 5EJ,SW11,13.458835614025542,2
2170000,New development,1081,3,earls court,london,SW6 1UE,SW6,14.590237725516642,7
3250000,House,3410,3,richmond,surrey,TW9 1NS,TW9,14.994165554305921,8
630000,Flat / Apartment,709,2,canary wharf,london,E14 9BU,E14,13.353475098367715,1
1600000,House,1565,3,islington,london,N1 7AH,N1,14.28551418721001,6
475000,Flat / Apartment,626,2,south hackney,london,E9 7AU,E9,13.071070083016778,0
1025000,Flat / Apartment,992,3,richmond,surrey,TW10 6TH,TW10,13.840203170554645,4
500000,Flat / Apartment,481,1,,london,SW6 5SA,SW6,13.122363377404328,0
550000,Flat / Apartment,358,1,fitzrovia,london,W1T 6NU,W1T,13.217673557208654,0
4350000,House,4862,6,barnes,london,SW13 9PR,SW13,15.285686403064867,9
575000,Flat / Apartment,997,2,northwood,middlesex,HA6 2BD,HA6,13.262125319779487,1
2650000,House,3009,5,richmond,surrey,TW10 5BX,TW10,14.790070197962406,8
775000,Flat / Apartment,1173,1,,london,W14 0DS,W14,13.560618308335483,2
1345000,House,1909,4,putney,london,SW15 2LS,SW15,14.111904571018076,5
2250000,House,2978,5,putney,london,SW15 6NE,SW15,14.626440774180603,7
500000,Flat / Apartment,752,1,battersea,london,SW11 3RY,SW11,13.122363377404328,0
1600000,Flat / Apartment,1192,2,lambeth,london,SE1 7XQ,SE1,14.28551418721001,6
515000,Flat / Apartment,578,1,wandsworth,london,SW18 1SF,SW18,13.151922179645874,0
495000,Flat / Apartment,693,1,,london,SW18 2HQ,SW18,13.112313041550827,0
1485000,House,1541,4,bow,london,E3 2DA,E3,14.210925330218936,5
3650000,House,2034,4,regents park,london,NW1 7PZ,NW1,15.110237725558674,9
825000,Penthouse,896,3,,london,N1 6EJ,N1,13.623138665316818,3
630000,House,1596,4,coulsdon,surrey,CR5 3JH,CR5,13.353475098367715,1
675000,Flat / Apartment,1021,3,,london,SW11 1DS,SW11,13.422467969854667,1
17950000,New development,5880,5,,london,SW3 2AH,SW3,16.70310067289856,9
699950,Flat / Apartment,976,3,canonbury,london,N1 2FT,N1,13.458764182902971,2
600000,Flat / Apartment,854,3,eaton rise,london,W5 2HB,W5,13.304684934198283,1
900000,House,1363,4,thames ditton,surrey,KT7 0PY,KT7,13.710150042306449,3
1195000,House,2149,4,esher,surrey,KT10 0DR,KT10,13.993656743347747,4
395000,Penthouse,594,1,greenwich,london,SE10 0GY,SE10,12.886641043883259,0
795000,Flat / Apartment,862,2,marsh wall,london,E14 9DB,E14,13.58609739363647,2
1350000,Flat / Apartment,1768,3,bishops king road,london,W14 8QQ,W14,14.115615150414612,5
3600000,Flat / Apartment,2147,3,new globe walk,london,SE1 9DS,SE1,15.096444403426338,9
1599950,Flat / Apartment,1111,3,fernshaw road,london,SW10 0TD,SW10,14.285482936721719,6
1850000,Flat / Apartment,1176,2,st george wharf,london,SW8 2DU,SW8,14.430696197054507,6
875000,House,1211,3,putney,london,SW18 1FT,SW18,13.681979165339751,3
1350000,House,1830,5,,london,SW14 8NX,SW14,14.115615150414612,5
625000,Flat / Apartment,760,2,,london,SW11 6HB,SW11,13.345506928718539,1
5500000,House,4273,6,,london,SW18 2SU,SW18,15.520258650202699,9
1595000,House,1643,5,chiswick,london,W4 2SR,W4,14.282384294201082,6
4750000,House,2979,4,,london,W11 3EN,W11,15.373655176010823,9
675000,Flat / Apartment,638,1,fulham,london,SW6 4EA,SW6,13.422467969854667,1
900000,Flat / Apartment,822,2,islington,london,N1 8HD,N1,13.710150042306449,3
6450000,House,5288,6,belsize park,london,NW3 5DX,NW3,15.679590688771956,9
1600000,House,1195,2,islington,london,N1 8NL,N1,14.28551418721001,6
3750000,Flat / Apartment,1358,2,mayfair,london,W1J 5HG,W1J,15.137266397946593,9
465000,Flat / Apartment,730,2,homerton high street,london,E9 6BH,E9,13.049792684569493,0
850000,Flat / Apartment,842,2,,london,SW4 0HQ,SW4,13.652991628466498,3
3250000,House,3179,6,barnes,london,SW13 9RR,SW13,14.994165554305921,8
1500000,Flat / Apartment,1200,2,st katharines way,london,E1W 1BE,E1W,14.22097566607244,6
450000,Flat / Apartment,717,2,canary wharf,london,E14 7DJ,E14,13.017002861746503,0
2375000,Flat / Apartment,2123,3,emery hill street,london,SW1P 1PD,SW1P,14.68050799545088,7
1550000,House,3065,4,esher,surrey,KT10 9ET,KT10,14.253765488895429,6
1780000,House,2264,5,ealing,london,W13 9QB,W13,14.392123922268269,6
775000,Flat / Apartment,729,2,de beauvoir,london,N1 4LA,N1,13.560618308335483,2
1450000,Flat / Apartment,1700,4,earsby street,london,W14 8QW,W14,14.187074114396758,5
425000,Flat / Apartment,563,1,bow,london,E3 2JR,E3,12.959844447906553,0
2250000,Flat / Apartment,1171,2,,london,SW3 5LX,SW3,14.626440774180603,7
4250000,Penthouse,1946,4,,london,W2 2LU,W2,15.2624295409006,9
2000000,House,2009,4,barnes,london,SW13 9HP,SW13,14.508657738524219,7
800000,House,1260,4,canary wharf,london,E14 9WE,E14,13.592367006650065,2
900000,House,1275,3,homerton,london,E9 5EB,E9,13.710150042306449,3
6950000,House,3774,5,,london,SW3 5JB,SW3,15.754252217540975,9
779000,Flat / Apartment,832,2,putney,london,SW15 1QQ,SW15,13.565766324852886,2
945000,House,1146,2,putney,london,SW15 6JR,SW15,13.758940206475879,3
1295000,House,2055,4,northwood,middlesex,HA6 2TA,HA6,14.074021253115776,5
599999,Flat / Apartment,821,2,,london,SW4 7UZ,SW4,13.304683267530228,1
550000,Flat / Apartment,630,2,,london,SW11 6QB,SW11,13.217673557208654,0
700000,Flat / Apartment,680,2,,london,SW11 1RQ,SW11,13.458835614025542,2
1850000,House,1512,3,islington,london,N1 1TQ,N1,14.430696197054507,6
1299995,House,2394,5,esher,surrey,KT10 8EF,KT10,14.077870976270523,5
2850000,House,5116,6,east molesey,surrey,KT8 9DW,KT8,14.862829552244833,8
2650000,House,2942,6,richmond,surrey,TW10 5BW,TW10,14.790070197962406,8
795000,New development,541,1,bartholomew close,london,EC1A 7BB,EC1A,13.58609739363647,2
